-0.327,0.575,1.005
0.194,0.609,1.005
0.204,0.585,1.006
-0.073,0.587,1.003
0.696,0.563,0.996
-0.367,0.583,1.007
0.439,0.575,1.003
0.396,0.573,1.001
0.623,0.562,1.000
0.148,0.566,1.000
0.592,0.588,0.999
-0.021,0.583,1.000
0.633,0.566,1.001
-0.312,0.558,1.002
-0.269,0.589,0.998
-0.051,0.568,1.004
0.282,0.572,1.002
0.419,0.578,1.003
0.291,0.613,0.995
-0.329,0.561,1.000
0.275,0.581,0.995
-0.273,0.598,0.998
-0.231,0.573,0.998
-0.306,0.572,1.000
0.006,0.599,1.003
0.300,0.591,1.001
0.251,0.596,1.002
0.615,0.590,1.004
-0.326,0.581,1.003
0.326,0.568,0.997
0.157,0.582,1.000
0.605,0.569,1.006
0.636,0.598,0.997
0.245,0.596,1.004
0.606,0.566,1.001
0.287,0.584,1.005
-0.391,0.586,1.007
0.400,0.560,1.007
-0.295,0.576,0.998
0.476,0.577,1.001
0.636,0.584,1.002
0.582,0.587,1.004
-0.277,0.578,1.000
0.593,0.586,1.003
0.605,0.599,0.996
0.598,0.592,1.001
0.271,0.578,1.000
0.088,0.573,1.001
-0.016,0.604,1.002
0.625,0.608,0.999
-0.284,0.575,0.998
-0.303,0.561,1.005
0.605,0.597,0.998
-0.040,0.607,1.000
0.294,0.583,1.000
-0.313,0.598,1.005
-0.325,0.588,1.001
0.274,0.578,1.004
-0.367,0.598,1.003
0.633,0.580,1.001
-0.263,0.556,1.005
-0.092,0.592,1.004
-0.350,0.576,1.005
0.004,0.590,0.998
0.547,0.595,1.005
0.284,0.603,1.000
-0.287,0.583,0.996
-0.289,0.593,1.001
-0.035,0.579,1.005
0.588,0.553,1.003
0.429,0.585,1.004
0.561,0.607,1.005
0.032,0.571,1.001
-0.331,0.601,1.001
0.445,0.578,1.000
-0.328,0.593,1.002
0.037,0.593,1.000
0.283,0.568,1.001
-0.051,0.590,1.001
0.590,0.586,1.005
-0.348,0.583,1.003
-0.059,0.590,1.000
0.235,0.587,1.003
0.056,0.600,1.003
0.628,0.585,1.004
0.097,0.592,1.001
-0.282,0.597,1.003
0.261,0.572,1.005
-0.348,0.585,1.002
-0.039,0.600,0.999
0.157,0.592,0.999
-0.322,0.586,1.006
0.255,0.582,1.004
0.266,0.586,1.003
0.274,0.568,1.000
0.586,0.578,1.002
-0.340,0.588,1.004
0.557,0.574,0.997
0.196,0.570,1.002
-0.356,0.605,1.004
0.615,0.593,1.001
0.585,0.579,1.003
-0.281,0.584,1.002
0.006,0.563,1.007
0.151,0.582,1.003
0.480,0.570,1.004
0.605,0.568,1.002
-0.318,0.614,0.996
0.255,0.594,1.000
-0.027,0.577,1.001
-0.021,0.583,1.003
