x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event
2.0,-0.0,-0.8,4.0,-6.0,-5.4,0.1,2.2,20.1,0.5,0.0
1.4,0.0,1.6,-1.9,-7.4,6.4,0.3,2.8,0.3,0.1,1.0
0.0,-1.4,-0.7,1.2,4.6,-5.4,0.2,0.3,0.7,0.8,0.0
2.8,2.6,0.0,-4.6,-8.1,2.6,0.4,1.0,0.1,9.8,1.0
0.0,-0.4,-0.4,-9.1,1.4,-4.8,0.5,1.1,3.4,3.1,0.0
6.4,4.1,18.4,-8.2,-9.3,9.8,4.7,1.9,0.2,1.9,1.0
0.3,-2.8,-0.1,-3.2,4.5,-3.7,0.2,0.1,1.4,2.9,0.0
7.4,0.0,0.0,6.6,-8.9,2.1,0.6,8.2,0.1,3.1,1.0
1.1,3.2,6.0,6.0,-8.4,8.1,1.8,4.3,0.3,5.6,1.0
16.2,33.3,-0.0,2.5,-10.8,-2.1,27.5,6.9,0.1,1.5,1.0
0.6,0.0,-0.9,3.1,-4.8,-5.7,0.1,0.9,4.2,1.1,0.0
0.1,0.7,1.9,3.6,-6.6,6.6,0.2,1.6,0.4,1.6,1.0
0.0,0.7,0.3,-4.3,-6.6,4.3,0.4,4.6,0.2,2.8,1.0
0.4,0.8,0.1,-6.6,-6.6,3.2,0.3,1.2,0.1,0.3,1.0
0.3,-0.2,5.0,2.3,-5.0,7.9,0.0,0.5,0.7,4.5,1.0
-0.1,1.7,-2.5,-2.8,-5.3,-6.9,0.3,10.4,0.1,6.5,1.0
5.7,0.4,8.0,5.2,-8.7,8.6,1.6,2.3,0.1,6.4,1.0
-0.0,-0.1,-0.3,0.6,5.0,-4.4,0.5,0.1,0.7,6.3,0.0
2.6,1.7,1.4,-0.4,-8.5,6.2,0.9,3.1,0.2,3.0,1.0
1.4,-0.8,-1.0,-2.3,-3.2,-5.7,0.4,1.1,1.7,4.3,0.0
0.1,-0.8,-0.1,8.1,-5.9,-2.8,0.1,21.4,0.3,5.2,1.0
9.9,-0.1,-0.0,-2.2,-6.1,-0.4,0.1,0.1,3.5,1.0,0.0
0.1,0.1,-0.0,1.5,-6.5,-1.2,0.3,6.9,0.2,2.9,1.0
2.5,-23.5,-0.0,-6.2,5.9,-1.6,0.3,0.0,1.7,6.2,0.0
0.4,0.0,-0.5,-3.0,-4.2,-5.0,0.1,0.5,1.6,9.2,0.0
-0.0,-0.9,-0.0,-6.3,5.8,-1.8,0.1,0.0,0.5,0.8,0.0
3.7,-0.3,-0.4,-0.6,-3.9,-4.7,1.0,0.5,1.5,6.6,0.0
0.4,0.2,23.2,5.0,-7.3,10.2,0.9,3.2,0.3,1.8,1.0
0.2,-0.0,2.7,7.1,-5.9,7.0,0.0,1.4,0.7,2.2,1.0
1.0,3.9,-0.2,-2.2,-8.0,-3.9,2.0,6.0,0.1,0.7,1.0
9.2,-29.5,-0.1,-0.2,4.2,-2.8,0.2,0.0,2.2,0.3,0.0
0.5,-0.3,0.2,2.4,-5.7,3.9,0.0,2.0,0.3,1.3,1.0
