x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event
0.1,4.6,2.0,-6.5,3.5,-2.9,0.9,2.7,0.9,0.0,1.0
1.2,1.2,0.3,-10.1,9.5,-2.6,0.4,5.9,0.3,0.0,1.0
2.8,4.2,6.8,-8.8,8.1,9.4,19.2,3.2,0.8,0.0,1.0
0.0,-0.0,0.7,-8.3,9.6,5.4,1.0,0.8,0.0,0.1,1.0
-0.0,0.0,2.8,-7.4,5.3,0.9,29.0,1.0,0.1,0.1,1.0
-0.2,-0.5,-0.1,7.0,-3.9,7.7,1.4,0.4,0.0,1.8,0.0
-5.6,12.1,-0.0,8.0,3.5,0.5,1.8,0.1,2.9,0.8,1.0
-0.1,0.7,0.0,-5.9,7.5,5.5,2.4,0.4,0.2,0.2,1.0
-0.0,6.6,-0.3,-6.4,6.2,4.5,0.8,9.5,1.3,0.0,1.0
-0.0,1.1,-0.1,-7.2,8.2,6.2,13.0,3.1,0.3,0.0,1.0
-2.4,0.6,0.0,-3.7,0.5,-2.0,2.6,0.4,0.2,0.3,0.0
-0.4,0.1,0.3,-6.1,4.3,7.0,0.8,0.7,0.1,0.1,1.0
-2.0,0.0,-12.4,12.3,-11.3,-4.1,4.1,6.4,0.0,2.0,0.0
-1.8,0.1,4.7,-1.7,-4.7,-7.6,6.4,0.4,0.1,0.2,1.0
-3.8,-0.0,0.5,-8.9,-4.3,5.8,1.4,0.1,0.0,1.0,1.0
-0.0,4.0,9.7,-7.7,-0.4,2.0,5.6,0.0,0.8,0.7,1.0
0.0,20.9,0.1,-4.4,3.9,4.3,0.9,2.6,6.7,0.0,1.0
-0.0,1.8,0.0,-8.0,7.5,-2.9,4.2,0.8,0.4,0.1,1.0
-1.1,0.0,0.6,-6.3,1.8,4.3,4.3,0.3,0.1,0.2,1.0
0.0,-0.1,-15.6,-5.0,-9.9,-6.1,2.7,0.4,0.0,40.4,0.0
-3.1,-1.2,-0.0,-5.6,7.8,1.8,0.3,0.8,0.0,0.1,1.0
-5.8,-0.0,0.0,-0.6,2.3,-6.3,3.3,0.7,0.0,0.2,1.0
-0.1,-1.0,-0.6,5.6,-6.3,-0.2,2.7,2.5,0.0,0.7,0.0
-0.3,5.4,0.6,-8.3,-5.3,-4.3,1.1,0.4,1.1,0.3,1.0
-0.3,-0.5,-0.0,-4.6,-10.9,4.4,5.2,0.7,0.0,3.8,0.0
-2.4,0.1,0.0,-6.3,3.7,3.6,1.3,0.2,0.1,0.6,1.0
-0.8,-0.0,0.2,-8.9,5.2,-2.3,9.2,0.2,0.0,0.3,1.0
-0.0,6.2,1.1,-5.0,-3.8,3.7,2.1,2.2,1.2,0.1,0.0
-0.2,3.8,2.7,-4.1,0.5,5.2,6.9,0.1,0.7,0.4,1.0
0.0,0.2,1.7,-5.2,9.4,-2.3,3.1,0.3,0.1,0.1,1.0
-0.0,0.2,1.0,-6.8,6.5,-2.4,0.7,1.3,0.1,0.0,1.0
0.8,2.0,4.0,-8.4,6.5,6.9,0.6,2.9,0.4,0.0,1.0
0.5,4.7,2.7,-7.3,4.6,6.5,2.3,4.0,0.9,0.0,1.0
-0.3,0.2,0.4,-6.4,2.1,-0.2,3.5,0.8,0.1,0.1,1.0
-0.0,0.7,3.9,-5.8,3.4,-2.4,1.1,0.8,0.2,0.1,1.0
-11.6,-5.7,0.2,-7.3,1.4,0.2,6.0,0.1,0.0,1.4,1.0
0.0,0.1,0.6,-5.4,9.2,1.9,8.8,2.2,0.1,0.0,1.0
0.0,-0.1,-8.9,0.9,-8.2,1.6,2.8,1.6,0.0,5.1,0.0
0.0,-0.3,-0.0,-3.7,-2.9,-2.8,1.3,0.3,0.0,2.5,0.0
-0.3,0.1,1.1,-6.2,3.4,7.9,7.5,0.3,0.1,0.2,1.0
-0.6,0.0,0.1,-6.2,8.0,2.9,5.5,0.2,0.0,0.3,1.0
-4.8,1.8,0.0,-4.8,-5.5,0.5,6.7,0.2,0.4,0.8,1.0
-0.0,-1.1,-0.8,5.9,-2.9,2.3,1.7,0.9,0.0,1.5,0.0
-0.1,-2.2,0.0,8.7,7.3,2.5,40.9,1.4,0.0,0.1,0.0
-0.0,-0.0,-0.0,-10.1,8.6,-2.9,16.2,2.4,0.0,0.1,1.0
0.0,0.4,1.3,-7.3,6.8,10.2,3.5,0.8,0.2,0.1,1.0
-0.0,-0.1,0.7,-10.7,6.2,4.1,1.6,3.8,0.0,0.0,0.0
0.0,6.2,-0.0,-6.2,7.1,2.1,2.0,5.8,1.2,0.0,1.0
-0.6,0.5,-0.8,-8.2,7.9,-4.5,2.0,0.9,0.2,0.2,0.0
-0.6,2.6,1.4,-2.3,-3.5,-3.5,4.2,0.5,0.5,0.2,1.0
-0.4,-0.0,-1.5,-1.4,-9.0,-6.8,3.0,0.1,0.0,25.6,0.0
2.9,2.3,7.8,-7.5,9.2,0.8,6.8,2.7,0.5,0.0,1.0
-0.2,0.1,0.0,-8.6,5.2,2.4,0.8,1.6,0.1,0.1,1.0
0.0,-0.1,1.6,-11.9,5.9,6.2,0.9,0.7,0.0,0.1,1.0
-10.7,-0.5,-5.3,-8.8,4.1,3.1,8.8,1.8,0.0,0.3,1.0
-0.9,0.0,0.0,-6.2,4.1,4.7,0.8,0.9,0.1,0.1,1.0
-0.1,1.2,-0.0,-7.3,7.5,3.3,1.1,0.2,0.3,0.4,1.0
-0.2,0.0,14.4,-6.7,-5.6,-6.0,0.9,0.4,0.1,0.1,1.0
-2.5,0.2,-0.1,-6.0,2.1,-3.9,5.1,0.9,0.1,0.2,1.0
