x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event
0.0,0.2,0.6,9.9,4.3,-7.5,0.1,3.8,0.1,1.8,1.0
0.0,0.3,0.0,5.7,-6.8,8.3,0.5,0.2,0.5,1.7,1.0
-0.0,0.0,1.2,7.7,-2.9,-4.0,1.9,1.5,1.9,12.7,1.0
0.2,1.4,0.7,7.1,-9.8,6.8,0.4,0.3,0.4,66.4,1.0
0.3,8.7,-0.0,0.9,-5.3,7.5,13.4,0.2,13.4,1.8,1.0
0.6,0.7,-6.5,9.0,-9.5,0.4,0.1,0.8,0.1,1.0,1.0
1.5,0.7,0.0,3.7,-4.7,6.2,2.2,0.4,2.2,3.5,1.0
0.1,3.4,0.0,-1.2,-6.2,7.8,5.4,0.1,5.4,0.8,1.0
-0.0,0.2,7.8,8.4,-10.2,4.9,0.0,0.3,0.0,25.9,1.0
0.0,0.0,-0.5,5.1,-8.6,5.0,0.0,0.2,0.0,2.1,1.0
2.7,0.2,-0.3,10.4,-1.5,-2.4,0.6,3.4,0.6,3.5,1.0
3.8,6.6,0.8,11.2,-3.0,-3.5,0.3,2.6,0.3,2.4,1.0
-0.2,0.0,0.0,5.9,-8.5,4.7,0.4,0.3,0.4,1.8,1.0
1.9,6.1,9.0,4.4,-8.5,8.9,0.1,0.1,0.1,2.7,1.0
-2.3,-0.0,0.1,-7.4,-0.7,6.8,1.5,0.1,1.5,3.1,1.0
0.0,0.0,0.0,7.0,-4.0,2.2,0.5,0.8,0.5,1.4,1.0
0.2,1.1,0.1,8.7,3.7,-4.4,0.3,2.0,0.3,0.7,1.0
-0.0,0.1,0.0,0.7,-1.1,5.7,1.5,0.3,1.5,3.1,1.0
3.3,0.2,0.2,8.8,-8.4,-0.7,0.6,1.6,0.6,4.2,1.0
1.4,0.4,0.0,7.7,-8.4,7.0,0.1,0.4,0.1,2.8,1.0
0.3,0.0,-0.0,9.0,-7.3,0.0,0.2,1.3,0.2,5.3,1.0
7.4,1.7,0.4,10.4,-7.1,0.1,2.4,2.4,2.4,5.9,1.0
0.6,-0.0,-0.0,10.9,5.3,-7.7,3.1,12.1,3.1,1.1,1.0
2.7,4.6,-1.2,2.1,-9.6,9.8,0.1,0.1,0.1,3.9,1.0
0.7,7.1,1.2,6.9,-7.2,6.1,0.2,0.3,0.2,1.9,1.0
0.1,0.1,5.5,3.1,-10.1,10.2,0.2,0.1,0.2,5.3,1.0
0.7,1.1,-0.0,6.6,-3.3,3.4,1.7,0.8,1.7,0.5,1.0
-0.2,-0.2,-1.2,9.3,-0.8,-5.5,0.2,2.5,0.2,5.1,1.0
0.4,0.5,-0.1,7.8,-4.0,7.9,0.7,0.4,0.7,4.5,1.0
0.9,1.8,-0.5,6.8,0.9,1.3,0.8,1.0,0.8,1.1,1.0
1.5,2.5,-7.3,7.5,-8.9,2.1,0.2,0.6,0.2,0.7,1.0
13.7,5.8,0.0,9.4,-3.7,2.4,0.3,1.5,0.3,4.8,1.0
-0.0,-3.4,-0.0,-0.2,-5.5,8.5,23.2,0.3,23.2,12.5,0.0
11.8,11.6,-0.4,10.0,-4.0,-3.0,0.4,2.2,0.4,13.6,1.0
