x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event
-2.4,0.0,0.3,-9.3,-9.2,1.6,1.7,0.3,3.6,1.0,1.0
1.6,11.2,0.2,-6.2,-5.0,9.4,5.4,0.2,0.2,2.4,1.0
10.0,2.0,-0.1,-5.1,5.5,6.8,6.5,2.2,0.3,0.3,1.0
-0.2,1.9,-8.2,-3.1,-5.7,6.7,3.8,0.2,0.3,2.9,0.0
0.0,3.2,0.2,-6.9,-7.3,7.5,5.8,0.3,1.0,4.5,1.0
-4.3,-5.0,-47.9,-4.3,2.7,-8.1,1.7,6.2,6.5,0.1,1.0
0.0,0.3,-18.0,-6.0,-4.1,4.5,2.1,0.4,0.9,0.8,1.0
4.1,1.0,0.0,-6.0,-5.2,5.8,4.4,0.5,1.0,1.6,1.0
0.0,8.0,9.7,-8.1,-2.2,8.9,9.0,1.0,0.4,0.9,1.0
-0.0,-0.0,-0.0,-8.4,-8.6,-0.2,1.4,0.2,7.8,1.2,1.0
3.7,-0.0,0.8,-1.6,-8.9,-1.7,1.7,0.2,1.9,6.1,1.0
0.2,3.6,-12.5,-10.8,-7.6,7.7,5.5,0.5,3.4,1.0,1.0
-2.5,0.0,0.2,-8.4,-0.6,1.5,4.6,3.3,3.2,0.2,0.0
-0.2,0.5,1.0,-0.6,2.1,4.9,3.8,0.7,0.4,0.8,0.0
3.8,0.2,-0.2,-6.0,-6.5,4.0,2.8,0.4,1.5,1.7,1.0
-0.0,0.0,0.1,2.0,-2.4,0.1,1.3,0.2,1.2,1.7,0.0
-0.6,0.2,0.9,1.0,6.8,3.9,3.3,1.4,0.6,0.4,1.0
-1.2,0.0,-0.1,-5.8,-7.6,1.4,2.6,0.4,2.1,1.7,1.0
-0.6,-0.0,0.3,-6.2,-7.6,-2.7,1.9,0.3,9.7,1.8,1.0
-0.9,0.0,-0.0,4.3,-8.3,0.8,1.8,0.1,1.7,15.2,1.0
0.9,1.7,-0.4,-8.3,-7.0,6.6,8.7,1.0,1.4,1.8,1.0
