x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event
0.0,-2.6,-7.8,4.0,-4.7,-8.8,0.0,6.9,1.6,0.5,1.0
1.3,0.0,1.3,-1.9,-12.0,6.3,0.2,2.3,2.6,0.1,1.0
0.8,6.1,-0.3,1.2,-14.1,-4.4,2.5,15.9,0.8,0.8,1.0
2.6,2.4,0.0,-4.6,-13.2,2.5,0.3,0.8,1.0,9.8,1.0
0.4,-0.0,-1.2,-9.1,-10.8,-6.2,0.0,4.4,2.3,3.1,1.0
6.1,4.0,14.6,-8.2,-15.1,9.7,3.3,1.6,2.1,1.9,1.0
-0.0,1.5,-0.0,-3.2,-8.5,-1.5,0.1,1.6,1.4,2.9,1.0
7.0,0.0,0.0,6.6,-14.5,2.1,0.5,6.7,1.3,3.1,1.0
1.0,3.0,4.7,6.0,-13.6,8.1,1.3,3.5,2.7,5.6,1.0
15.4,31.9,-0.0,2.5,-17.6,-2.1,19.4,5.6,0.5,1.5,1.0
0.0,-0.0,-1.6,3.1,-7.5,-6.6,0.0,3.2,1.1,1.1,1.0
0.1,0.7,1.5,3.6,-10.8,6.5,0.1,1.3,3.9,1.6,1.0
0.0,0.6,0.2,-4.3,-10.7,4.2,0.3,3.7,2.3,2.8,1.0
0.4,0.8,0.1,-6.6,-10.8,3.2,0.2,1.0,1.3,0.3,1.0
0.3,-0.2,4.0,2.3,-8.2,7.8,0.0,0.4,6.5,4.5,1.0
-0.1,1.6,-2.0,-2.8,-8.5,-6.9,0.2,8.4,1.1,6.5,1.0
5.4,0.4,6.3,5.2,-14.1,8.5,1.2,1.9,1.3,6.4,1.0
-0.0,0.9,-0.2,0.6,-5.6,-3.9,0.0,0.3,1.5,6.3,1.0
2.4,1.6,1.1,-0.4,-13.8,6.1,0.7,2.5,2.1,3.0,1.0
7.9,0.1,0.1,-2.3,-15.2,3.3,1.2,14.3,1.3,4.3,1.0
0.1,-0.8,-0.0,8.1,-9.6,-2.8,0.1,17.4,2.6,5.2,1.0
-0.0,0.0,22.3,-2.2,-3.7,10.4,0.1,0.2,2.9,1.0,1.0
0.1,0.1,-0.0,1.5,-10.5,-1.2,0.2,5.6,1.7,2.9,1.0
0.0,4.3,1.0,-6.2,-11.0,6.0,0.7,3.2,1.9,6.2,1.0
0.1,0.0,0.0,-3.0,-9.1,1.2,0.1,1.4,1.2,9.2,1.0
-0.1,12.1,0.5,-6.3,-8.6,5.1,0.6,0.8,1.5,0.8,1.0
4.3,-0.0,4.2,-0.6,-12.0,7.9,0.1,0.6,2.7,6.6,1.0
0.4,0.2,18.4,5.0,-11.8,10.1,0.7,2.6,3.2,1.8,1.0
0.2,-0.0,2.1,7.1,-9.6,7.0,0.0,1.1,6.3,2.2,1.0
0.9,3.7,-0.1,-2.2,-13.0,-3.9,1.4,4.9,0.6,0.7,1.0
0.0,2.8,1.4,-0.2,-11.9,6.4,1.5,6.5,1.3,0.3,1.0
0.5,-0.3,0.1,2.4,-9.3,3.9,0.0,1.6,2.7,1.3,1.0
0.1,-0.1,-3.4,7.2,-6.8,-7.6,0.0,1.6,0.7,0.4,1.0
0.1,0.7,0.2,-1.3,-10.4,4.0,0.6,2.9,1.2,2.9,1.0
-0.3,18.1,0.1,6.3,-6.7,3.5,0.1,0.2,2.0,4.1,1.0
8.6,15.4,7.1,-1.9,-17.0,8.6,10.5,6.9,2.9,0.5,1.0
-0.4,-0.7,-0.5,3.0,4.7,-5.1,0.0,0.5,4.1,2.6,1.0
0.0,-0.0,0.0,-7.2,-6.1,2.2,0.0,0.7,4.4,2.1,1.0
0.5,0.9,-0.0,5.3,-11.4,-0.9,0.1,1.2,2.7,0.9,1.0
0.0,-5.6,-2.2,-7.0,-6.3,-7.0,0.0,11.2,1.5,7.4,1.0
0.0,1.8,2.2,-1.5,-9.0,7.0,0.2,0.6,2.0,2.1,1.0
16.7,0.9,0.0,0.4,-16.7,0.8,5.7,21.9,0.5,10.3,1.0
0.3,0.0,-0.2,-1.0,-9.1,-4.0,0.0,0.8,1.2,6.2,1.0
0.1,-0.2,1.9,-3.3,-6.2,6.8,0.0,0.5,1.6,1.6,1.0
0.1,0.4,-0.1,3.6,-10.5,-3.6,0.1,2.4,1.4,3.7,1.0
2.4,0.0,0.0,0.9,-12.0,2.9,0.0,0.8,6.0,8.2,1.0
2.4,-0.0,-1.0,3.1,-11.4,-6.0,0.0,1.9,1.1,0.9,1.0
0.5,0.4,0.2,2.6,-10.7,4.0,0.2,0.9,1.9,2.3,1.0
1.6,0.0,0.0,-6.2,-12.8,1.3,0.4,8.5,1.2,8.4,1.0
2.6,0.4,1.6,-4.2,-12.2,6.6,0.4,0.6,1.1,0.9,1.0
3.8,-0.0,-0.5,0.3,-11.9,-5.2,0.1,2.1,0.9,5.5,1.0
0.7,0.2,0.3,-2.1,-10.8,4.7,0.3,1.2,0.7,12.7,1.0
8.3,0.2,0.3,-1.5,-15.7,4.7,3.4,22.9,1.2,4.1,1.0
0.1,0.0,-0.1,-2.2,-8.5,-3.7,0.0,1.4,1.1,7.8,1.0
0.0,0.0,-0.2,8.3,-7.9,-4.0,0.0,1.9,2.2,25.2,1.0
-0.6,9.3,0.3,-3.2,-8.6,4.6,1.3,5.1,1.7,2.7,1.0
0.4,1.7,6.3,1.1,-10.1,8.5,0.1,0.1,5.8,5.6,1.0
-0.0,5.0,0.0,0.3,-6.9,1.3,0.2,0.3,0.9,0.7,1.0
-0.0,0.0,-0.0,-9.8,-7.2,-0.7,0.0,4.2,3.5,1.4,1.0
0.5,3.1,-0.0,8.6,-12.5,-0.3,0.6,2.7,0.9,2.7,1.0
-0.1,1.4,0.2,-0.5,-7.4,4.0,0.3,3.1,2.1,4.0,1.0
-0.0,-0.2,0.0,-0.3,-6.3,0.5,0.1,7.7,1.0,6.5,1.0
1.0,3.8,2.2,-4.9,-13.0,7.0,0.5,1.1,2.1,1.6,1.0
-0.1,4.5,0.0,1.5,-6.5,0.8,0.1,0.5,3.6,1.5,1.0
1.5,1.4,0.9,4.8,-13.1,5.8,1.4,2.9,1.0,2.9,1.0
0.0,0.5,1.6,6.5,-9.7,6.6,1.1,3.3,0.6,0.9,1.0
0.2,0.2,-0.0,2.5,-10.6,-1.5,0.1,2.9,2.1,2.0,1.0
23.0,0.0,-0.0,-2.9,-14.8,-1.6,0.0,0.3,1.4,7.3,1.0
5.4,17.1,1.7,9.3,-16.5,6.6,21.7,10.4,1.0,4.2,1.0
0.0,0.6,0.3,-1.4,-8.6,4.8,0.2,1.2,1.7,4.8,1.0
2.3,7.8,-1.6,0.7,-12.9,-6.6,0.1,0.3,1.3,11.4,1.0
3.2,5.5,0.0,1.1,-14.4,0.4,1.3,2.6,0.9,2.3,1.0
-0.0,-0.1,0.3,-3.1,-3.2,4.5,0.0,0.5,2.7,3.6,1.0
-6.9,0.0,-1.1,-2.6,7.2,-6.1,0.0,3.1,1.7,4.7,1.0
6.7,0.3,8.0,-2.5,-14.4,8.8,1.4,2.0,1.5,4.1,1.0
3.5,-1.1,0.7,1.9,-12.7,5.5,0.2,12.6,2.3,0.4,1.0
1.0,2.8,0.0,-1.6,-13.6,1.8,0.8,5.9,1.2,0.7,1.0
2.4,3.1,1.1,-2.6,-15.0,6.1,6.0,18.3,1.6,5.2,1.0
-0.9,0.3,0.5,-4.4,-3.2,5.1,0.0,1.3,5.9,4.4,1.0
-0.0,-0.1,1.0,-1.7,-4.9,6.0,0.1,2.2,2.6,10.0,1.0
-0.0,1.6,0.0,-7.3,-8.7,1.5,0.1,1.4,1.7,1.8,1.0
22.3,1.0,2.4,5.6,-17.4,7.1,7.8,18.4,1.1,7.9,1.0
-0.0,-9.1,-0.3,-7.7,12.9,-4.5,0.7,0.1,3.7,2.5,0.0
1.4,1.2,-3.0,0.5,-11.7,-7.4,0.1,0.9,0.6,1.4,1.0
4.4,11.0,2.3,-4.2,-15.6,7.1,1.7,2.6,3.8,2.3,1.0
1.5,17.6,-0.0,2.5,-14.5,-1.4,1.9,2.7,1.4,5.5,1.0
-0.8,-0.1,-2.9,5.4,4.6,-7.4,0.0,0.5,4.7,8.2,1.0
7.6,0.3,17.9,6.5,-14.1,10.1,0.4,0.5,4.0,0.8,1.0
2.9,0.0,0.6,5.9,-11.8,5.5,0.1,0.8,1.3,7.9,1.0
-0.8,-0.0,0.0,-1.0,-0.1,0.1,0.0,3.2,5.7,1.6,1.0
17.7,0.1,0.3,-9.9,-15.7,4.7,0.4,2.3,1.6,6.3,1.0
4.5,2.4,-0.1,3.4,-12.8,-3.0,0.2,0.3,0.6,2.3,1.0
0.0,13.3,-5.9,-0.9,-12.2,-8.4,0.6,5.7,0.8,3.0,1.0
2.2,0.5,0.1,-8.8,-13.5,3.9,0.9,5.4,1.2,1.5,1.0
0.9,0.1,0.0,0.7,-11.6,1.7,0.4,2.9,0.7,2.3,1.0
0.9,2.3,1.1,-7.7,-13.6,6.1,8.7,13.3,0.5,5.5,1.0
0.7,0.0,0.3,-7.9,-11.4,4.7,0.4,5.5,1.1,4.4,1.0
4.8,-0.0,0.5,-3.8,-12.2,5.1,0.0,0.6,5.0,6.6,1.0
0.3,0.1,-4.6,-5.3,-10.1,-8.0,0.1,3.0,0.6,1.2,1.0
-0.2,0.4,0.3,-7.5,-5.1,4.7,0.1,1.8,2.6,6.3,1.0
8.7,0.0,2.0,-6.1,-14.4,6.8,0.2,1.9,4.3,8.2,1.0
0.1,0.2,0.0,3.8,-10.1,1.3,0.1,1.4,1.5,1.6,1.0
-1.4,-0.0,-0.5,7.6,3.6,-5.2,0.0,1.8,2.9,5.3,1.0
0.0,0.0,0.0,8.0,-8.8,1.9,0.2,3.5,1.4,2.1,1.0
5.2,-0.0,21.1,6.4,-13.4,10.3,0.3,1.1,5.1,1.7,1.0
0.6,0.0,0.7,4.6,-12.6,5.5,0.3,16.1,6.2,6.1,1.0
-0.3,0.0,0.0,1.5,2.3,2.7,0.0,0.3,1.7,1.5,1.0
0.4,0.0,0.5,4.8,-10.9,5.2,0.1,2.1,2.8,2.7,1.0
19.7,0.4,4.8,3.2,-16.4,8.1,0.8,2.3,2.8,1.8,1.0
-0.0,3.0,0.4,4.5,-7.4,4.9,0.1,0.5,2.1,2.7,1.0
0.7,0.0,0.1,-1.6,-9.1,3.9,0.0,0.1,3.2,5.4,1.0
-0.0,-1.8,-0.0,-1.1,-0.2,-0.8,0.0,0.8,1.0,4.4,1.0
-0.2,0.2,0.1,-5.8,-6.4,3.8,0.1,2.7,5.3,2.7,1.0
0.3,-0.0,0.0,-4.3,-9.1,2.4,0.0,1.3,2.3,3.5,1.0
4.8,-0.1,1.1,7.9,-13.2,6.1,0.4,5.3,1.6,7.7,1.0
1.5,-1.1,0.0,-6.8,-11.3,1.6,0.1,11.6,1.9,2.2,1.0
0.1,0.0,0.0,-2.7,-9.6,1.5,0.1,1.8,1.9,1.0,1.0
0.6,7.4,25.3,-8.5,-13.6,10.6,3.5,1.8,3.9,1.0,1.0
0.6,1.9,-1.9,5.5,-11.7,-6.8,0.3,2.3,0.5,0.5,1.0
0.5,10.8,0.2,4.9,-13.1,4.2,0.5,1.2,3.0,5.2,1.0
0.1,-4.3,-0.0,4.4,-4.7,-0.0,0.0,0.9,3.6,8.3,1.0
-0.1,0.1,18.5,-8.7,-2.9,10.1,0.0,0.1,4.9,0.2,1.0
0.1,5.9,5.6,-1.1,-11.2,8.3,0.1,0.3,9.0,0.6,1.0
7.0,0.3,21.3,-0.2,-14.9,10.3,0.9,2.1,7.0,0.7,1.0
0.0,1.7,-1.6,1.2,-8.7,-6.6,0.1,1.5,1.0,15.2,1.0
0.1,3.2,0.0,-5.2,-12.0,2.6,0.6,5.4,1.9,3.6,1.0
0.2,5.5,0.4,4.7,-11.7,4.9,0.5,1.0,1.4,3.7,1.0
0.0,1.0,0.2,-2.1,-9.8,4.2,0.7,1.6,0.5,1.0,1.0
0.5,0.4,0.0,0.8,-11.8,2.6,0.2,2.8,2.6,3.2,1.0
0.9,1.3,-2.0,-4.1,-12.5,-6.9,0.3,4.3,0.7,5.5,1.0
0.9,0.0,-0.0,3.6,-13.2,-1.4,0.3,24.9,3.3,1.1,1.0
0.0,-0.1,0.2,6.2,-7.0,4.0,0.0,1.1,4.5,9.9,1.0
4.6,1.2,0.8,3.6,-14.3,5.7,0.3,1.7,3.1,0.5,1.0
0.0,0.2,0.1,3.6,-10.6,3.6,0.1,3.5,3.8,7.0,1.0
0.0,0.0,0.2,-2.7,-6.9,4.3,0.1,0.8,1.1,4.6,1.0
-0.0,-0.6,0.1,4.9,-5.4,3.2,0.1,5.7,1.0,2.1,1.0
-0.2,0.0,0.2,-0.5,-3.3,4.1,0.2,1.8,0.9,4.8,1.0
0.5,1.3,0.4,2.5,-12.1,4.9,0.7,3.0,1.6,30.9,1.0
-0.0,-0.0,2.6,-2.5,-5.7,7.2,0.0,0.8,3.2,0.7,1.0
0.3,0.9,0.4,2.3,-11.3,5.0,0.4,2.2,1.6,1.3,1.0
0.0,0.0,0.1,-4.3,-6.5,3.2,0.0,0.7,2.8,5.7,0.0
-0.8,15.2,7.5,9.9,-5.8,8.7,0.2,0.2,5.2,2.5,1.0
1.1,-0.0,0.5,-9.3,-10.9,5.1,0.1,1.8,2.4,1.4,1.0
0.1,-0.8,-1.7,1.3,-8.9,-6.6,0.0,11.2,3.6,0.9,1.0
-2.0,0.0,-1.9,0.6,4.9,-6.8,0.0,0.5,4.5,2.2,1.0
0.0,30.8,0.1,-1.3,-12.7,3.8,0.8,0.7,2.6,0.2,1.0
0.6,20.0,1.3,-6.5,-13.8,6.3,3.8,1.7,1.2,0.7,1.0
2.4,2.2,4.3,4.3,-13.3,7.9,0.8,0.9,1.6,5.9,1.0
0.1,0.0,1.0,5.4,-11.0,5.9,0.2,6.8,3.9,3.0,1.0
0.4,1.6,-0.5,6.6,-11.5,-5.2,0.1,1.6,1.1,12.8,1.0
2.4,0.2,0.1,5.9,-12.9,3.1,0.4,2.3,1.0,5.5,1.0
0.0,4.9,-0.0,-3.1,-9.9,-2.8,0.2,0.9,1.0,27.5,1.0
0.0,0.3,-0.2,2.9,-9.4,-4.2,0.1,3.4,1.8,1.4,1.0
0.0,2.2,-0.6,7.9,-11.6,-5.3,0.5,17.4,1.2,0.8,1.0
0.7,1.1,-0.0,1.5,-12.8,-1.9,0.6,7.5,1.4,0.5,1.0
0.1,0.0,0.0,3.3,-8.1,0.1,0.0,0.6,2.0,1.6,1.0
1.9,0.7,-0.0,-8.3,-12.9,-0.4,0.4,3.0,0.9,0.1,1.0
3.9,-0.3,0.8,1.5,-13.5,5.7,0.9,24.3,0.9,4.1,1.0
-0.0,0.7,-0.4,5.4,-9.5,-5.0,0.3,8.7,1.1,3.8,1.0
0.0,3.2,-0.6,-2.8,-9.2,-5.4,0.3,1.8,0.5,6.9,1.0
41.7,2.6,3.7,-8.1,-17.6,7.7,2.1,1.0,1.7,2.8,1.0
0.0,0.2,-0.0,2.9,-7.5,-2.3,0.0,0.4,2.0,0.8,1.0
1.1,2.8,0.5,-4.2,-12.6,5.3,0.2,0.8,3.3,4.9,1.0
0.8,-0.5,0.0,6.9,-9.1,1.0,0.0,1.5,3.0,2.3,1.0
-0.0,-0.0,0.2,-2.2,-5.1,4.3,0.0,0.6,2.5,6.6,1.0
0.0,2.6,-0.2,3.9,-9.1,-4.0,0.1,0.9,0.9,11.6,1.0
3.0,2.2,1.4,-7.9,-13.9,6.4,0.6,1.6,2.4,1.7,1.0
0.3,4.6,2.8,-3.6,-11.6,7.3,0.8,0.8,1.4,1.5,1.0
1.8,0.5,10.8,9.8,-13.3,9.3,0.6,2.0,3.8,1.0,1.0
23.7,-0.0,6.5,5.9,-16.2,8.5,0.8,5.3,2.3,4.2,1.0
0.6,1.2,0.2,-6.4,-12.2,4.2,0.7,2.9,1.2,1.6,1.0
7.6,3.5,-0.0,-0.1,-14.8,-0.2,1.5,1.6,0.6,6.6,1.0
1.2,0.0,0.7,5.8,-11.8,5.5,0.1,1.9,3.0,1.4,1.0
0.1,0.0,1.4,-8.2,-10.2,6.4,0.2,2.8,3.0,1.1,1.0
9.1,1.7,16.7,4.8,-15.5,10.0,1.9,1.9,3.1,2.1,1.0
1.1,0.8,1.7,0.4,-12.5,6.7,1.4,3.0,0.8,1.6,1.0
0.0,2.2,-0.0,4.6,-9.7,-2.0,0.1,1.6,1.7,6.8,1.0
-0.1,0.0,0.2,7.9,-4.0,4.1,0.0,1.2,3.7,1.6,1.0
0.0,6.0,2.9,-7.6,-9.8,7.4,1.0,0.8,1.0,0.9,1.0
0.0,0.3,-0.0,-1.7,-8.1,-2.1,0.0,0.7,3.4,2.8,1.0
0.0,-1.2,0.3,-7.1,-5.1,4.5,0.0,2.2,5.2,5.3,1.0
0.4,0.0,0.0,3.9,-10.4,1.4,0.4,3.4,0.5,5.1,1.0
2.5,8.6,0.7,-3.2,-14.5,5.6,5.0,2.8,0.6,0.8,1.0
0.0,1.3,19.0,5.2,-9.8,10.2,0.2,0.6,8.6,1.3,1.0
0.8,0.5,0.0,-1.1,-11.5,0.2,0.2,1.6,1.2,2.4,1.0
7.4,19.9,3.5,6.0,-16.5,7.6,34.5,5.1,0.6,4.1,1.0
0.2,1.0,-2.1,7.8,-12.4,-7.0,2.2,38.6,0.3,1.0,1.0
-0.0,3.8,5.2,-6.6,-8.3,8.2,0.1,0.2,3.8,0.3,1.0
0.2,0.0,0.0,-9.4,-9.4,0.9,0.1,1.2,1.7,3.8,1.0
15.8,0.0,0.6,3.6,-15.4,5.3,1.6,5.0,0.7,1.6,1.0
0.0,1.7,0.7,1.7,-9.6,5.5,0.1,0.5,3.4,0.8,1.0
4.3,1.6,1.8,2.5,-13.5,6.7,1.2,0.8,0.6,4.9,1.0
0.1,-0.0,0.0,-7.8,-8.4,0.6,0.0,1.9,4.0,1.9,1.0
6.9,1.2,0.7,-3.3,-15.2,5.5,0.8,4.3,3.4,5.8,1.0
