0.932,0.756,1.11,0.996,0.994,0.999,0.994,0.974,1.01
1.07,0.949,1.2,0.998,0.997,0.999,1.01,0.988,1.02
0.958,0.798,1.12,0.996,0.994,0.998,1.01,0.991,1.03
0.877,0.727,1.03,0.998,0.996,0.999,1.02,0.999,1.04
1.06,0.918,1.2,0.997,0.996,0.999,0.995,0.977,1.01
0.932,0.768,1.1,0.997,0.995,0.998,0.975,0.955,0.995
0.994,0.855,1.13,0.996,0.994,0.998,0.988,0.967,1.01
1.07,0.95,1.2,0.996,0.993,0.998,1.0,0.982,1.02
0.874,0.706,1.04,0.996,0.994,0.998,1.01,0.987,1.03
1.05,0.925,1.18,0.994,0.991,0.997,1.02,0.995,1.04
0.927,0.734,1.12,0.996,0.994,0.998,0.992,0.973,1.01
1.03,0.894,1.17,0.996,0.993,0.998,1.01,0.99,1.03
1.07,0.912,1.23,0.997,0.996,0.999,1.01,0.993,1.03
0.756,0.619,0.892,0.998,0.996,0.999,1.0,0.984,1.02
0.961,0.83,1.09,0.997,0.995,0.998,1.01,0.988,1.03
1.02,0.881,1.16,0.995,0.992,0.997,0.99,0.968,1.01
0.994,0.85,1.14,0.995,0.993,0.998,0.992,0.97,1.01
0.95,0.808,1.09,0.997,0.995,0.999,0.988,0.969,1.01
1.09,0.964,1.21,0.997,0.995,0.999,1.01,0.993,1.03
0.854,0.687,1.02,0.994,0.991,0.997,1.01,0.985,1.03
0.892,0.722,1.06,0.997,0.995,0.998,0.997,0.977,1.02
1.16,1.02,1.29,0.998,0.997,0.999,1.02,0.997,1.03
1.04,0.901,1.18,0.998,0.996,0.999,1.01,0.989,1.03
1.03,0.89,1.17,0.996,0.993,0.998,0.984,0.965,1.0
1.02,0.856,1.18,0.997,0.995,0.999,1.0,0.986,1.02
0.981,0.819,1.14,0.998,0.996,0.999,1.0,0.981,1.02
1.02,0.893,1.15,0.995,0.993,0.998,0.999,0.978,1.02
0.941,0.768,1.11,0.997,0.995,0.999,1.02,0.995,1.04
1.05,0.911,1.19,0.997,0.995,0.999,0.987,0.968,1.01
1.09,0.939,1.24,0.997,0.994,0.999,0.998,0.98,1.02
0.997,0.828,1.17,0.996,0.994,0.998,1.01,0.987,1.03
1.13,0.984,1.27,0.998,0.996,0.999,0.992,0.975,1.01
1.0,0.825,1.18,0.997,0.995,0.999,1.0,0.986,1.02
1.21,1.09,1.32,0.996,0.993,0.998,0.995,0.977,1.01
0.965,0.813,1.12,0.996,0.993,0.998,0.999,0.979,1.02
1.1,0.973,1.23,0.998,0.996,0.999,1.02,0.996,1.03
1.08,0.957,1.21,0.997,0.995,0.999,1.02,1.0,1.04
0.845,0.718,0.971,0.997,0.995,0.998,1.02,1.0,1.04
0.982,0.833,1.13,0.996,0.994,0.998,0.989,0.97,1.01
1.03,0.894,1.17,0.997,0.995,0.999,1.01,0.993,1.03
