1.28,0.696,1.87,0.593,0.575,0.611,0.999,0.992,1.01
1.07,0.658,1.47,0.578,0.56,0.596,0.997,0.991,1.0
0.877,0.352,1.4,0.598,0.581,0.616,1.0,0.997,1.01
1.65,1.43,1.86,0.587,0.569,0.605,0.999,0.992,1.01
1.0,0.29,1.72,0.589,0.571,0.608,0.991,0.985,0.998
1.14,0.323,1.96,0.577,0.558,0.595,0.994,0.987,1.0
1.27,0.966,1.57,0.593,0.576,0.611,1.0,0.994,1.01
1.15,0.804,1.49,0.594,0.576,0.611,1.0,0.995,1.01
0.348,-0.555,1.25,0.597,0.579,0.615,0.992,0.985,0.998
1.11,0.609,1.61,0.59,0.572,0.607,1.0,0.998,1.01
1.26,0.817,1.69,0.592,0.575,0.61,1.0,0.995,1.01
1.44,0.549,2.33,0.594,0.576,0.612,1.0,0.993,1.01
1.03,0.548,1.51,0.584,0.567,0.602,1.01,0.999,1.01
1.22,1.08,1.36,0.603,0.585,0.622,0.994,0.987,1.0
0.972,0.609,1.33,0.607,0.59,0.624,1.0,0.998,1.01
1.19,0.97,1.42,0.594,0.576,0.612,0.998,0.992,1.01
0.884,-0.66,2.43,0.599,0.58,0.618,0.992,0.985,0.998
1.33,1.0,1.66,0.595,0.577,0.614,0.996,0.99,1.0
1.32,1.19,1.44,0.597,0.579,0.614,1.0,0.994,1.01
0.8,-0.472,2.07,0.586,0.568,0.605,0.996,0.989,1.0
1.13,0.581,1.68,0.598,0.58,0.616,1.0,0.998,1.01
1.13,0.862,1.4,0.597,0.58,0.615,0.998,0.992,1.0
0.243,-1.02,1.51,0.6,0.582,0.618,1.0,0.994,1.01
1.17,0.915,1.42,0.598,0.581,0.616,1.0,0.994,1.01
0.963,0.141,1.78,0.602,0.584,0.62,1.0,0.996,1.01
1.04,0.587,1.49,0.596,0.578,0.613,1.0,0.996,1.01
1.03,-0.616,2.67,0.593,0.575,0.612,0.997,0.991,1.0
0.855,0.284,1.43,0.578,0.56,0.595,1.0,0.996,1.01
1.0,0.687,1.32,0.592,0.573,0.61,1.0,0.995,1.01
1.18,0.785,1.58,0.581,0.562,0.6,0.993,0.987,1.0
0.592,-0.473,1.66,0.578,0.56,0.596,0.996,0.989,1.0
1.33,0.836,1.83,0.583,0.565,0.6,1.0,0.995,1.01
1.14,0.8,1.49,0.6,0.583,0.617,1.0,0.996,1.01
1.34,1.15,1.52,0.6,0.582,0.617,0.998,0.992,1.01
1.3,0.783,1.81,0.602,0.583,0.62,0.999,0.992,1.0
1.02,0.627,1.42,0.588,0.571,0.606,1.0,0.997,1.01
1.24,0.63,1.86,0.596,0.579,0.614,1.0,0.997,1.01
1.19,0.645,1.73,0.571,0.554,0.588,1.0,0.996,1.01
1.19,0.449,1.92,0.58,0.562,0.597,1.0,0.993,1.01
1.3,1.16,1.43,0.598,0.581,0.615,1.01,1.0,1.01
