0.944,0.841,0.958
1.041,0.867,0.995
1.008,0.860,0.956
0.953,0.841,1.042
1.019,0.859,0.986
1.003,0.859,0.965
1.029,0.865,0.988
1.007,0.864,1.045
0.901,0.827,1.023
0.991,0.848,0.966
1.002,0.852,1.022
0.930,0.832,0.938
1.031,0.861,0.969
0.996,0.858,0.994
1.058,0.880,0.974
1.053,0.871,1.003
0.919,0.825,0.990
0.977,0.847,0.962
0.896,0.820,0.996
0.970,0.843,1.001
1.023,0.875,0.963
1.039,0.863,0.958
1.041,0.867,0.982
0.972,0.842,0.992
0.962,0.841,0.974
1.033,0.868,0.966
0.923,0.841,1.014
1.069,0.881,1.040
0.949,0.845,0.979
0.953,0.840,0.995
0.990,0.848,0.973
0.991,0.858,1.018
0.993,0.859,0.993
1.006,0.856,0.975
1.030,0.855,0.987
0.992,0.856,1.035
0.987,0.850,0.976
0.979,0.852,0.961
0.999,0.860,0.991
1.019,0.865,0.991
0.989,0.853,1.052
1.034,0.867,0.991
1.018,0.862,1.009
1.060,0.873,1.015
1.039,0.879,0.972
0.992,0.851,0.960
0.979,0.849,0.980
0.975,0.861,1.003
1.000,0.862,0.988
1.008,0.859,0.979
1.003,0.852,0.986
0.993,0.854,1.012
1.015,0.863,0.963
1.011,0.855,1.035
1.003,0.854,0.989
0.945,0.839,1.031
1.013,0.860,0.975
0.998,0.858,0.992
1.058,0.880,0.992
1.071,0.869,1.008
1.003,0.854,0.994
0.969,0.848,1.057
1.011,0.863,0.974
0.965,0.846,1.020
0.990,0.854,1.005
0.989,0.856,1.035
0.994,0.851,1.007
0.938,0.830,0.982
0.931,0.842,0.992
1.001,0.859,1.045
0.994,0.850,0.982
1.004,0.860,0.982
0.956,0.835,1.017
1.006,0.863,0.971
1.061,0.874,1.010
1.050,0.870,0.992
1.055,0.875,1.004
0.997,0.857,0.961
0.996,0.855,0.983
1.046,0.873,0.999
0.962,0.843,1.009
1.042,0.866,0.973
1.026,0.862,0.961
0.997,0.859,0.983
0.932,0.840,0.984
0.960,0.840,1.012
1.066,0.875,0.999
0.991,0.846,0.994
0.972,0.851,0.994
0.995,0.850,0.972
0.976,0.845,0.991
0.974,0.853,0.981
1.035,0.864,0.967
1.024,0.880,0.949
1.057,0.871,0.979
0.981,0.844,0.955
1.000,0.860,0.997
0.949,0.844,1.026
1.020,0.864,0.975
1.086,0.888,0.984
0.977,0.847,0.971
1.000,0.855,0.974
0.909,0.829,1.027
1.039,0.865,0.964
1.064,0.873,0.978
1.035,0.866,0.995
0.997,0.856,0.988
0.976,0.840,1.020
1.014,0.860,1.016
1.086,0.878,0.977
1.003,0.860,0.965
0.979,0.850,0.996
1.011,0.856,0.968
1.007,0.854,1.012
0.987,0.849,0.934
1.033,0.875,1.021
1.053,0.879,0.978
0.980,0.847,1.000
1.021,0.865,0.975
1.044,0.869,0.975
0.996,0.854,1.005
1.008,0.863,1.013
0.999,0.853,0.992
0.983,0.847,0.961
1.003,0.860,0.961
0.955,0.840,1.003
0.981,0.851,1.013
1.020,0.865,1.012
1.060,0.875,0.998
1.057,0.870,1.022
1.061,0.873,1.017
0.989,0.854,0.982
0.986,0.850,1.024
1.054,0.880,0.985
0.987,0.856,0.978
1.023,0.866,0.966
1.068,0.876,0.991
1.016,0.859,0.985
0.973,0.847,1.006
1.015,0.859,0.946
0.996,0.850,0.981
1.011,0.863,0.983
0.998,0.862,0.961
1.035,0.867,0.997
1.015,0.857,1.024
0.998,0.856,0.998
1.032,0.860,0.982
1.047,0.868,1.018
0.970,0.845,0.977
1.004,0.852,1.002
1.070,0.880,1.001
0.983,0.855,0.969
0.942,0.839,0.954
1.037,0.874,0.988
1.043,0.878,1.034
0.984,0.859,1.021
1.001,0.858,0.962
0.941,0.837,1.038
1.015,0.863,0.950
0.986,0.850,0.966
0.918,0.837,0.954
0.953,0.849,0.996
1.062,0.880,1.021
1.063,0.875,0.987
0.980,0.850,0.983
1.011,0.853,0.989
0.998,0.861,0.949
0.997,0.853,0.976
1.021,0.875,0.979
0.985,0.852,0.958
0.958,0.841,0.972
1.040,0.869,0.985
1.022,0.865,0.982
0.944,0.839,0.952
0.987,0.848,0.945
1.043,0.868,0.966
1.009,0.858,0.955
0.996,0.854,1.017
0.949,0.838,0.995
0.946,0.835,0.964
0.979,0.846,1.021
0.971,0.849,0.997
1.006,0.861,0.994
1.069,0.880,0.980
1.074,0.879,0.952
1.036,0.862,0.985
1.074,0.886,1.003
1.034,0.862,0.968
0.974,0.853,0.969
1.014,0.856,0.995
1.061,0.882,0.957
0.968,0.850,1.022
1.016,0.868,1.022
1.035,0.867,0.994
1.016,0.861,0.986
0.994,0.848,1.009
1.041,0.874,1.005
0.958,0.846,0.992
0.992,0.852,0.955
0.998,0.849,1.018
1.108,0.889,1.021
1.077,0.875,0.977
0.947,0.838,0.955
1.042,0.872,0.977
0.988,0.852,0.985
0.986,0.858,0.954
1.017,0.863,0.986
0.929,0.830,0.969
0.930,0.838,0.981
1.020,0.862,0.982
0.999,0.847,0.961
1.067,0.877,0.988
1.035,0.858,0.975
1.025,0.860,1.012
1.066,0.871,1.001
0.984,0.853,0.994
1.036,0.863,0.968
1.002,0.852,0.973
0.990,0.852,0.955
1.036,0.866,0.951
0.955,0.842,0.973
1.023,0.862,0.978
0.946,0.837,0.951
1.058,0.874,0.971
1.029,0.866,0.991
1.066,0.873,1.032
1.051,0.865,0.997
1.029,0.869,1.030
1.039,0.869,0.980
1.019,0.868,1.016
1.079,0.886,0.981
1.051,0.873,0.970
1.051,0.871,0.970
0.977,0.845,0.993
1.066,0.872,0.982
1.043,0.867,0.959
1.016,0.856,0.957
1.008,0.852,0.974
0.992,0.852,1.015
0.991,0.849,0.958
1.015,0.860,0.992
1.022,0.855,1.002
0.952,0.833,1.007
1.007,0.859,1.009
1.048,0.865,0.971
1.015,0.857,1.004
1.037,0.874,1.002
0.998,0.858,0.955
1.002,0.853,0.995
1.037,0.865,1.003
0.971,0.853,1.036
1.024,0.863,0.963
1.058,0.877,0.994
1.018,0.858,1.007
1.038,0.863,0.992
1.010,0.859,0.988
0.972,0.847,0.950
1.091,0.878,0.975
1.001,0.847,0.975
1.019,0.867,0.952
0.976,0.852,1.033
0.960,0.840,1.001
1.040,0.860,0.963
1.023,0.856,0.988
0.992,0.841,0.986
1.003,0.858,0.985
1.026,0.861,0.964
1.040,0.870,0.978
1.033,0.870,0.999
1.060,0.875,0.970
1.043,0.874,0.979
1.003,0.851,1.004
1.028,0.863,0.990
0.992,0.861,0.985
0.975,0.850,1.024
1.026,0.866,1.005
0.951,0.843,0.985
1.015,0.864,0.975
1.072,0.877,1.015
1.029,0.862,0.978
0.960,0.847,1.022
0.971,0.844,0.974
1.070,0.885,0.978
0.972,0.847,0.983
0.910,0.822,0.967
1.053,0.875,0.982
1.050,0.872,0.987
1.016,0.862,0.970
1.032,0.870,0.979
1.019,0.868,1.014
1.057,0.874,0.958
0.935,0.830,0.984
1.000,0.854,0.957
0.980,0.850,0.987
0.995,0.859,0.956
1.013,0.863,0.987
0.976,0.854,0.961
1.044,0.867,1.002
1.021,0.864,0.999
1.017,0.865,1.025
0.965,0.847,1.002
1.015,0.862,1.002
0.962,0.842,1.018
1.075,0.877,0.986
1.042,0.860,1.000
1.023,0.865,0.950
0.987,0.851,0.971
1.023,0.859,0.990
1.036,0.869,0.988
1.002,0.847,0.966
1.075,0.881,0.962
0.995,0.850,1.015
1.036,0.869,0.964
1.006,0.861,0.992
1.018,0.869,1.018
0.982,0.853,0.989
0.942,0.835,0.996
1.077,0.883,0.949
1.014,0.864,0.976
1.060,0.877,0.991
0.943,0.833,1.042
1.040,0.874,0.966
0.998,0.855,0.982
1.000,0.856,0.969
1.015,0.857,1.010
0.993,0.849,0.975
1.033,0.858,0.988
0.987,0.851,0.978
0.905,0.828,0.919
1.040,0.868,1.036
1.039,0.864,0.978
0.993,0.850,0.997
1.009,0.867,0.983
0.971,0.840,1.038
1.072,0.880,0.979
1.013,0.859,0.988
0.990,0.851,1.023
0.975,0.848,0.992
1.005,0.856,0.978
1.019,0.863,1.017
1.008,0.857,1.006
1.008,0.852,1.007
1.055,0.876,1.006
0.971,0.842,0.991
1.029,0.866,1.026
0.992,0.855,0.962
1.051,0.870,0.978
1.045,0.869,0.992
1.025,0.866,0.983
0.989,0.860,0.971
1.042,0.868,0.971
0.945,0.834,0.953
0.999,0.855,0.973
1.000,0.853,1.024
1.011,0.854,0.982
1.062,0.873,0.987
0.984,0.853,0.984
1.050,0.866,0.987
1.000,0.855,0.989
