0.459,0.767,0.998
0.365,0.784,1.002
0.292,0.719,1.002
0.467,0.679,0.999
0.350,0.781,0.999
0.427,0.753,1.002
0.337,0.745,1.000
0.321,0.777,1.003
0.205,0.762,1.001
0.361,0.762,1.002
0.430,0.746,1.002
0.012,0.755,1.001
0.309,0.784,1.001
0.372,0.774,1.001
0.001,0.724,1.003
0.476,0.776,1.000
0.099,0.733,1.003
0.372,0.755,1.002
0.363,0.700,1.003
0.434,0.768,1.000
0.379,0.772,1.002
0.385,0.732,1.002
0.120,0.771,1.001
0.314,0.752,1.002
0.356,0.768,1.002
0.434,0.757,1.002
0.331,0.766,1.000
0.156,0.778,1.003
0.077,0.790,1.002
0.305,0.721,1.001
0.301,0.704,1.002
0.411,0.717,1.002
0.366,0.722,1.002
0.322,0.729,1.000
0.429,0.774,1.002
0.178,0.765,1.002
0.400,0.755,1.001
0.231,0.714,1.001
0.152,0.783,1.002
0.335,0.767,1.000
0.465,0.737,1.003
0.273,0.767,1.002
0.158,0.790,1.001
0.296,0.760,1.000
0.380,0.760,1.003
0.280,0.749,1.001
0.206,0.761,1.003
0.308,0.809,1.002
0.389,0.740,1.003
0.270,0.743,1.002
0.408,0.753,1.002
0.072,0.764,1.001
0.441,0.771,0.999
0.181,0.752,1.001
0.014,0.781,1.003
0.446,0.783,1.002
0.120,0.773,1.002
0.271,0.748,1.001
0.196,0.724,1.001
0.349,0.791,0.999
0.363,0.806,1.003
0.271,0.797,1.001
0.382,0.771,1.002
0.968,0.765,1.000
0.361,0.793,1.002
0.229,0.763,1.002
0.409,0.786,1.001
0.324,0.735,1.003
0.364,0.769,1.004
0.290,0.773,1.002
0.223,0.787,1.003
0.442,0.697,1.002
0.389,0.757,1.002
0.264,0.801,1.001
0.323,0.723,1.002
0.272,0.752,1.001
0.350,0.757,1.003
0.176,0.760,1.002
0.361,0.779,1.002
0.404,0.728,1.001
0.043,0.737,1.004
0.350,0.745,1.002
0.241,0.755,1.000
0.391,0.727,1.002
0.195,0.744,1.003
0.176,0.718,1.001
0.282,0.770,1.003
0.388,0.790,1.003
0.089,0.751,1.002
0.170,0.750,1.004
0.387,0.783,1.001
0.850,0.764,0.999
0.268,0.760,1.002
0.182,0.775,1.002
0.378,0.791,1.000
0.275,0.742,1.002
0.301,0.744,1.003
0.350,0.774,1.001
