1.17,1.11,1.23,0.918,0.898,0.938,0.988,0.953,1.02
1.26,1.2,1.31,0.943,0.927,0.959,0.979,0.948,1.01
1.2,1.14,1.26,0.944,0.928,0.96,1.0,0.964,1.04
1.25,1.19,1.3,0.937,0.919,0.954,1.02,0.985,1.06
1.24,1.19,1.29,0.927,0.909,0.945,1.05,1.0,1.09
1.22,1.17,1.28,0.928,0.91,0.946,1.01,0.973,1.05
1.22,1.16,1.27,0.94,0.923,0.956,0.999,0.965,1.03
1.25,1.2,1.31,0.949,0.934,0.964,1.0,0.968,1.03
1.22,1.16,1.28,0.944,0.928,0.959,0.997,0.963,1.03
1.18,1.12,1.24,0.924,0.906,0.943,1.0,0.965,1.04
1.17,1.11,1.23,0.935,0.917,0.952,0.966,0.934,0.997
1.23,1.17,1.28,0.942,0.927,0.958,1.04,1.0,1.07
1.24,1.19,1.3,0.942,0.926,0.958,1.03,0.995,1.07
1.17,1.11,1.24,0.919,0.899,0.939,1.02,0.982,1.07
1.2,1.14,1.26,0.942,0.926,0.958,0.997,0.962,1.03
1.24,1.19,1.3,0.941,0.924,0.958,1.0,0.969,1.04
1.26,1.21,1.31,0.939,0.922,0.955,1.03,0.996,1.07
1.24,1.18,1.3,0.94,0.923,0.957,1.01,0.977,1.05
1.22,1.16,1.27,0.934,0.917,0.952,0.971,0.936,1.0
1.24,1.18,1.3,0.948,0.932,0.963,1.01,0.978,1.05
1.16,1.09,1.22,0.931,0.914,0.949,1.03,0.987,1.07
1.23,1.17,1.28,0.943,0.927,0.958,1.02,0.986,1.06
1.23,1.17,1.28,0.935,0.918,0.953,0.981,0.947,1.02
1.25,1.19,1.31,0.949,0.934,0.964,0.991,0.959,1.02
1.22,1.16,1.27,0.935,0.918,0.952,0.993,0.957,1.03
1.25,1.19,1.3,0.943,0.926,0.959,0.983,0.951,1.02
1.24,1.18,1.29,0.938,0.922,0.954,0.963,0.93,0.997
1.25,1.19,1.31,0.942,0.925,0.958,0.981,0.948,1.01
1.2,1.14,1.26,0.932,0.916,0.949,0.992,0.959,1.02
1.22,1.17,1.28,0.948,0.933,0.963,1.01,0.972,1.04
1.19,1.14,1.25,0.937,0.92,0.954,1.01,0.974,1.04
1.24,1.18,1.29,0.936,0.918,0.953,0.967,0.931,1.0
1.23,1.18,1.29,0.937,0.919,0.955,1.0,0.97,1.04
1.24,1.19,1.29,0.944,0.929,0.96,1.04,1.01,1.08
1.22,1.16,1.27,0.937,0.92,0.954,1.02,0.987,1.06
1.22,1.17,1.27,0.926,0.908,0.945,0.992,0.957,1.03
1.22,1.16,1.27,0.915,0.895,0.935,0.98,0.946,1.01
1.23,1.17,1.28,0.926,0.907,0.946,0.993,0.955,1.03
1.19,1.14,1.25,0.941,0.925,0.957,1.0,0.968,1.04
1.27,1.21,1.32,0.961,0.948,0.974,0.999,0.967,1.03
1.24,1.18,1.29,0.946,0.93,0.962,1.04,1.01,1.08
1.25,1.19,1.3,0.943,0.927,0.959,1.03,0.991,1.07
1.2,1.14,1.26,0.931,0.914,0.949,1.0,0.967,1.04
1.21,1.16,1.26,0.925,0.907,0.943,1.01,0.975,1.05
1.21,1.15,1.27,0.938,0.92,0.956,0.99,0.956,1.02
1.25,1.2,1.3,0.935,0.918,0.952,1.02,0.982,1.05
1.23,1.18,1.29,0.934,0.917,0.951,0.988,0.957,1.02
1.23,1.18,1.28,0.934,0.916,0.952,0.988,0.952,1.02
1.23,1.17,1.28,0.927,0.909,0.945,0.98,0.946,1.01
1.22,1.16,1.28,0.934,0.917,0.951,0.995,0.958,1.03
1.23,1.18,1.28,0.948,0.933,0.962,1.04,0.998,1.07
1.18,1.12,1.24,0.928,0.909,0.946,1.01,0.976,1.05
1.22,1.16,1.27,0.949,0.935,0.963,0.992,0.958,1.03
1.21,1.15,1.27,0.943,0.928,0.959,1.01,0.978,1.05
1.21,1.15,1.27,0.933,0.915,0.95,1.01,0.969,1.04
1.28,1.23,1.33,0.945,0.928,0.961,1.0,0.967,1.03
1.19,1.14,1.25,0.928,0.91,0.947,1.03,0.989,1.07
1.23,1.18,1.29,0.949,0.933,0.964,0.98,0.946,1.02
1.2,1.14,1.25,0.937,0.92,0.953,0.995,0.963,1.03
1.19,1.13,1.25,0.927,0.909,0.946,0.993,0.957,1.03
1.23,1.18,1.29,0.936,0.919,0.953,1.02,0.981,1.05
1.24,1.18,1.3,0.945,0.928,0.961,1.01,0.978,1.04
1.3,1.25,1.35,0.952,0.937,0.967,0.992,0.961,1.02
1.21,1.15,1.27,0.948,0.934,0.963,0.98,0.948,1.01
1.22,1.16,1.27,0.945,0.929,0.96,0.992,0.957,1.03
1.24,1.18,1.3,0.945,0.928,0.961,1.01,0.978,1.05
1.22,1.16,1.28,0.942,0.926,0.958,1.02,0.98,1.05
1.25,1.2,1.3,0.937,0.92,0.954,0.99,0.957,1.02
1.25,1.2,1.31,0.934,0.916,0.952,0.988,0.956,1.02
1.17,1.11,1.23,0.929,0.912,0.947,1.01,0.974,1.05
1.24,1.18,1.29,0.927,0.907,0.946,1.01,0.969,1.04
1.24,1.19,1.29,0.926,0.908,0.944,0.971,0.936,1.0
1.24,1.18,1.3,0.94,0.923,0.957,1.01,0.971,1.04
1.24,1.18,1.29,0.955,0.941,0.969,0.978,0.946,1.01
1.22,1.16,1.28,0.931,0.913,0.949,0.999,0.964,1.03
1.2,1.14,1.26,0.94,0.925,0.956,1.01,0.971,1.04
1.23,1.17,1.28,0.947,0.931,0.963,1.0,0.971,1.04
1.23,1.18,1.29,0.929,0.91,0.948,1.02,0.981,1.06
1.22,1.17,1.28,0.934,0.918,0.951,0.974,0.94,1.01
1.22,1.16,1.27,0.932,0.914,0.95,0.99,0.955,1.02
