0.762,-0.844,2.37,0.658,0.582,0.734,0.985,0.972,0.999
1.57,0.361,2.77,0.662,0.601,0.723,1.02,0.997,1.03
0.843,-0.726,2.41,0.613,0.541,0.685,0.993,0.978,1.01
0.0321,-0.839,0.904,0.7,0.639,0.761,1.01,0.99,1.02
1.21,0.473,1.96,0.671,0.606,0.737,1.01,0.994,1.03
1.5,0.752,2.24,0.682,0.614,0.751,1.01,0.991,1.03
1.4,0.212,2.6,0.631,0.557,0.705,1.0,0.983,1.02
1.37,1.18,1.56,0.684,0.616,0.751,1.01,0.989,1.02
1.24,-0.123,2.59,0.673,0.603,0.743,0.996,0.98,1.01
0.555,-1.12,2.22,0.662,0.585,0.738,0.984,0.97,0.997
1.19,0.249,2.13,0.696,0.63,0.762,0.997,0.981,1.01
0.532,-1.27,2.33,0.673,0.609,0.738,1.01,0.993,1.03
1.35,0.49,2.22,0.684,0.622,0.746,1.01,0.99,1.02
1.54,0.693,2.39,0.696,0.625,0.767,0.993,0.978,1.01
-0.503,-0.614,-0.392,0.664,0.605,0.723,1.02,1.0,1.04
0.977,-0.313,2.27,0.66,0.588,0.732,0.995,0.98,1.01
1.31,0.72,1.9,0.685,0.615,0.755,1.0,0.983,1.02
1.46,1.06,1.85,0.679,0.609,0.75,0.998,0.982,1.01
1.04,-0.598,2.69,0.708,0.638,0.779,0.993,0.978,1.01
1.3,0.672,1.93,0.598,0.521,0.676,1.0,0.988,1.02
1.23,0.176,2.28,0.659,0.587,0.731,1.0,0.984,1.02
0.73,-0.933,2.39,0.661,0.593,0.73,1.0,0.984,1.02
-0.368,-0.52,-0.215,0.694,0.624,0.764,0.991,0.977,1.01
1.44,0.365,2.52,0.657,0.589,0.725,0.995,0.979,1.01
1.17,0.152,2.18,0.65,0.571,0.73,0.987,0.973,1.0
1.39,0.905,1.87,0.715,0.658,0.771,1.0,0.986,1.02
1.23,0.207,2.25,0.682,0.622,0.743,1.01,0.991,1.02
1.01,-0.565,2.58,0.605,0.54,0.671,1.0,0.986,1.02
1.43,0.551,2.3,0.644,0.568,0.719,0.997,0.981,1.01
1.26,0.429,2.09,0.643,0.583,0.704,1.02,1.0,1.04
1.79,0.881,2.7,0.683,0.615,0.751,1.0,0.984,1.02
1.29,0.222,2.37,0.707,0.639,0.774,0.993,0.978,1.01
1.4,-0.252,3.05,0.691,0.617,0.764,0.987,0.973,1.0
0.815,-0.711,2.34,0.631,0.559,0.702,0.997,0.981,1.01
0.571,-1.15,2.29,0.697,0.625,0.77,0.991,0.976,1.01
0.61,-0.595,1.81,0.684,0.616,0.753,0.994,0.979,1.01
1.34,0.683,2.0,0.681,0.616,0.745,0.999,0.982,1.02
1.57,0.506,2.63,0.725,0.667,0.783,1.01,0.994,1.03
1.29,0.354,2.22,0.606,0.534,0.677,1.0,0.983,1.02
1.03,0.0308,2.03,0.659,0.59,0.728,0.994,0.979,1.01
