1.11,1.06,1.15,0.931,0.922,0.941,0.996,0.992,1.0
1.11,1.07,1.15,0.927,0.917,0.937,0.991,0.987,0.996
1.07,1.02,1.12,0.926,0.916,0.935,0.995,0.991,1.0
1.07,1.02,1.11,0.939,0.93,0.948,0.998,0.993,1.0
1.06,1.02,1.11,0.942,0.934,0.951,0.991,0.986,0.995
1.03,0.979,1.08,0.935,0.926,0.944,0.994,0.989,0.998
1.09,1.04,1.13,0.939,0.93,0.948,0.997,0.993,1.0
1.07,1.03,1.12,0.93,0.921,0.939,0.996,0.991,1.0
1.11,1.07,1.15,0.942,0.934,0.95,1.0,0.997,1.01
1.07,1.03,1.12,0.935,0.926,0.944,0.996,0.991,1.0
1.07,1.02,1.12,0.932,0.923,0.941,0.994,0.99,0.999
1.1,1.06,1.15,0.944,0.937,0.952,0.992,0.987,0.996
1.11,1.07,1.15,0.933,0.924,0.942,0.996,0.991,1.0
1.06,1.01,1.12,0.931,0.921,0.94,0.996,0.991,1.0
1.04,0.984,1.09,0.93,0.921,0.94,0.994,0.989,0.999
1.08,1.03,1.13,0.939,0.931,0.947,0.993,0.988,0.997
1.06,1.01,1.1,0.931,0.922,0.94,0.995,0.99,1.0
1.09,1.05,1.13,0.938,0.93,0.947,0.998,0.993,1.0
1.06,1.01,1.11,0.932,0.924,0.941,0.997,0.992,1.0
1.07,1.02,1.12,0.932,0.923,0.941,0.994,0.989,0.998
1.1,1.05,1.14,0.936,0.927,0.946,0.996,0.991,1.0
1.11,1.06,1.15,0.932,0.922,0.941,0.998,0.994,1.0
1.12,1.08,1.16,0.933,0.924,0.942,0.999,0.994,1.0
1.06,1.0,1.11,0.93,0.921,0.94,0.998,0.994,1.0
1.09,1.04,1.14,0.934,0.925,0.942,0.993,0.988,0.997
1.11,1.06,1.15,0.93,0.921,0.939,0.994,0.99,0.999
1.06,1.01,1.11,0.931,0.922,0.941,0.996,0.992,1.0
1.1,1.05,1.14,0.933,0.924,0.942,0.995,0.99,0.999
1.1,1.06,1.14,0.941,0.933,0.949,0.997,0.992,1.0
1.07,1.02,1.11,0.936,0.927,0.944,1.0,0.998,1.01
1.02,0.967,1.07,0.936,0.927,0.944,1.0,0.996,1.01
1.04,0.992,1.09,0.94,0.931,0.949,0.995,0.99,0.999
1.07,1.02,1.12,0.938,0.93,0.946,1.0,0.996,1.01
1.09,1.05,1.14,0.94,0.931,0.949,0.993,0.988,0.997
1.05,0.994,1.1,0.931,0.921,0.94,0.998,0.993,1.0
1.06,1.02,1.11,0.934,0.926,0.943,1.0,0.996,1.01
1.09,1.05,1.14,0.928,0.919,0.937,0.995,0.991,1.0
1.09,1.05,1.13,0.936,0.928,0.944,0.996,0.992,1.0
1.11,1.07,1.16,0.938,0.929,0.946,0.996,0.991,1.0
1.08,1.03,1.13,0.936,0.928,0.945,0.994,0.989,0.998
