1.178,0.986,1.057
1.170,0.992,1.156
1.292,0.990,1.027
1.201,0.994,1.065
1.244,0.992,1.086
1.204,0.988,1.166
1.245,0.989,1.089
1.194,0.992,1.165
1.230,0.984,1.176
1.219,0.992,0.967
1.193,0.990,1.204
1.217,0.996,1.094
1.186,0.984,1.153
1.180,0.985,1.016
1.212,0.978,1.036
1.161,0.987,1.152
1.133,0.993,1.024
1.217,0.989,1.021
1.240,0.994,1.041
1.152,0.985,1.075
1.147,0.982,1.179
1.205,0.982,1.059
1.235,0.992,0.994
1.284,0.991,1.068
1.247,0.994,0.994
1.259,0.996,1.140
1.292,0.998,1.029
1.303,0.994,0.963
1.218,0.987,1.100
1.206,0.979,1.118
1.159,0.984,0.999
1.233,0.984,1.020
1.179,0.994,1.180
1.268,0.993,1.054
1.246,0.993,1.098
1.226,0.988,1.015
1.238,0.989,0.972
1.289,0.992,1.043
1.232,0.989,1.065
1.160,0.988,1.045
1.255,0.990,1.097
1.133,0.994,1.070
1.280,0.998,1.036
1.272,0.994,1.011
1.295,0.994,1.027
1.285,0.996,1.053
1.288,0.997,0.993
1.283,0.998,0.978
0.972,0.987,1.077
1.185,0.989,1.124
1.193,0.990,1.119
1.160,0.986,1.115
1.214,0.993,1.116
1.143,0.994,1.072
1.289,0.990,1.039
1.266,0.993,1.169
1.207,0.984,1.108
1.287,1.000,1.124
1.192,0.990,1.080
1.287,0.992,1.014
1.170,0.983,1.033
1.234,0.994,1.081
1.207,0.991,1.034
1.284,0.993,1.096
1.258,0.985,1.021
1.177,0.995,1.032
1.260,0.992,1.058
1.139,0.980,0.981
1.284,0.992,0.988
1.204,0.993,1.116
1.292,0.996,1.022
1.207,0.994,1.046
1.183,0.995,1.079
1.131,0.984,1.063
1.191,0.994,0.934
1.282,0.997,1.087
1.219,0.997,1.105
1.169,0.992,1.125
1.174,0.990,1.077
1.182,0.986,1.060
1.288,0.990,1.132
1.179,0.983,1.142
1.228,0.978,1.047
1.280,1.000,1.113
1.285,0.998,1.099
1.253,0.986,1.028
1.273,0.994,1.047
1.208,0.993,1.125
1.186,0.988,1.175
1.192,0.986,1.161
1.287,1.000,1.134
1.257,0.997,1.027
1.259,0.996,1.125
1.192,0.996,1.075
1.137,0.996,1.079
1.234,0.992,1.028
1.280,0.998,1.132
1.251,0.998,0.995
1.292,0.999,0.950
1.241,0.992,1.027
1.281,0.993,1.046
1.239,0.993,1.021
1.286,0.996,1.010
1.131,0.986,1.057
1.276,0.994,1.084
1.151,0.987,1.129
1.297,0.996,1.064
1.202,0.992,1.109
1.243,0.989,1.134
1.294,0.994,1.011
1.184,0.992,1.001
1.203,0.979,1.035
1.170,0.986,1.121
1.195,0.990,1.020
1.206,0.990,1.059
1.244,0.995,1.053
1.187,0.999,1.046
1.240,0.990,1.137
1.240,0.996,1.068
1.184,0.991,1.033
1.303,0.997,1.091
1.102,0.966,1.150
1.247,0.986,1.144
1.251,0.992,1.009
1.216,0.997,1.043
1.218,0.986,1.062
1.235,0.998,1.055
1.281,0.997,1.021
1.078,0.984,1.124
1.242,0.989,1.049
1.141,0.990,1.089
1.186,0.989,1.008
1.227,0.985,1.099
1.253,0.994,1.137
1.274,0.996,1.027
1.179,0.988,1.053
1.242,0.992,1.028
1.252,0.994,1.028
1.203,0.990,1.111
1.107,0.987,1.032
1.273,0.996,1.038
1.220,0.993,1.064
1.231,0.989,1.034
1.283,0.998,0.994
1.154,0.995,1.079
1.183,0.998,0.975
1.281,0.998,1.035
1.251,0.996,1.068
1.194,0.989,1.132
1.290,0.994,1.077
1.173,0.988,1.080
1.275,0.996,1.044
1.253,0.995,1.074
1.183,0.993,1.157
1.218,0.992,1.015
1.211,0.992,1.095
1.286,0.996,1.010
1.278,1.000,1.097
1.210,0.981,1.031
1.127,0.987,1.151
1.185,0.978,1.065
1.267,0.992,1.110
1.240,0.986,1.066
1.205,0.990,1.076
1.270,0.998,1.004
1.181,0.994,1.120
1.192,0.992,1.088
1.118,0.979,1.183
1.209,0.990,1.118
1.277,0.997,1.131
1.297,0.990,1.016
1.209,0.996,0.999
1.282,0.996,1.003
1.168,0.991,1.039
1.148,0.996,1.083
1.295,0.997,1.042
1.189,0.994,1.129
1.199,0.990,1.007
1.209,0.987,1.146
1.194,0.984,1.047
1.150,0.994,1.107
1.277,0.993,1.116
1.221,0.985,1.019
1.186,0.984,1.072
1.217,0.992,1.014
1.293,0.996,1.130
1.253,0.992,1.053
1.241,0.993,1.014
1.263,0.994,0.999
1.210,0.987,1.107
1.288,0.995,0.997
1.162,0.992,1.039
1.254,0.998,1.048
1.102,0.989,1.062
1.224,0.992,1.084
1.176,0.982,1.042
1.185,0.999,1.109
1.249,0.991,1.099
1.243,0.999,1.031
1.243,0.994,1.074
1.198,0.994,1.034
1.223,0.991,1.024
1.282,0.991,1.073
1.280,0.994,0.987
1.199,0.990,0.982
1.159,0.988,1.130
1.200,0.994,1.069
1.253,0.994,1.049
1.282,0.994,1.021
1.225,0.998,1.115
1.245,0.992,1.028
1.236,0.995,1.111
