0.823,0.736,0.91,0.702,0.686,0.718,0.993,0.985,1.0
0.779,0.694,0.864,0.715,0.7,0.73,0.994,0.985,1.0
0.796,0.706,0.886,0.704,0.689,0.719,0.995,0.987,1.0
0.785,0.685,0.885,0.706,0.691,0.721,1.01,0.996,1.01
0.822,0.732,0.911,0.712,0.697,0.727,0.998,0.989,1.01
0.81,0.706,0.914,0.705,0.69,0.721,0.997,0.989,1.01
0.832,0.743,0.92,0.703,0.688,0.718,0.999,0.991,1.01
0.874,0.786,0.962,0.688,0.673,0.704,0.998,0.99,1.01
0.795,0.706,0.883,0.703,0.688,0.718,1.0,0.993,1.01
0.806,0.712,0.9,0.705,0.689,0.721,0.997,0.989,1.01
0.843,0.754,0.932,0.712,0.698,0.727,1.0,0.993,1.01
0.826,0.744,0.909,0.696,0.681,0.711,0.997,0.989,1.01
0.841,0.749,0.932,0.717,0.702,0.732,0.998,0.99,1.01
0.873,0.796,0.95,0.713,0.699,0.727,1.01,0.999,1.02
0.826,0.736,0.917,0.702,0.687,0.717,0.999,0.991,1.01
0.784,0.691,0.876,0.702,0.687,0.717,0.998,0.99,1.01
0.886,0.808,0.964,0.712,0.697,0.727,1.01,1.0,1.02
0.716,0.628,0.804,0.69,0.675,0.706,0.997,0.989,1.01
0.803,0.715,0.89,0.696,0.681,0.712,0.999,0.99,1.01
0.828,0.731,0.926,0.689,0.674,0.705,1.0,0.992,1.01
0.765,0.667,0.863,0.698,0.683,0.714,1.0,0.995,1.01
0.782,0.684,0.881,0.701,0.685,0.716,0.997,0.989,1.01
0.778,0.682,0.873,0.698,0.683,0.713,1.0,0.995,1.01
0.791,0.691,0.891,0.697,0.682,0.712,1.0,0.995,1.01
0.785,0.699,0.87,0.706,0.692,0.721,1.0,0.995,1.01
0.798,0.705,0.891,0.689,0.673,0.704,0.998,0.99,1.01
0.886,0.812,0.961,0.715,0.7,0.731,1.0,0.996,1.01
0.888,0.806,0.97,0.686,0.67,0.702,0.996,0.987,1.0
0.789,0.694,0.885,0.685,0.67,0.701,1.0,0.994,1.01
0.775,0.685,0.864,0.693,0.677,0.708,1.0,0.993,1.01
0.836,0.743,0.928,0.7,0.685,0.715,1.0,0.992,1.01
0.758,0.661,0.856,0.702,0.688,0.717,0.998,0.99,1.01
0.793,0.694,0.891,0.701,0.685,0.716,0.997,0.989,1.01
0.886,0.796,0.975,0.692,0.677,0.708,0.995,0.987,1.0
0.8,0.702,0.899,0.706,0.691,0.722,1.0,0.997,1.01
0.829,0.745,0.912,0.707,0.691,0.722,1.0,0.996,1.01
0.757,0.659,0.854,0.694,0.679,0.709,1.01,1.0,1.02
0.765,0.672,0.858,0.714,0.699,0.729,0.999,0.99,1.01
0.808,0.72,0.897,0.702,0.686,0.717,0.996,0.987,1.0
0.82,0.724,0.916,0.703,0.688,0.718,0.995,0.987,1.0
