1.12,1.03,1.22,1.0,1.0,1.0,0.999,0.997,1.0
1.24,1.02,1.47,1.0,nan,nan,0.999,0.997,1.0
1.19,1.04,1.35,1.0,1.0,1.0,1.0,0.998,1.0
1.17,1.03,1.31,1.0,1.0,1.0,1.0,0.999,1.0
1.14,0.97,1.31,1.0,1.0,1.0,0.999,0.998,1.0
1.33,1.19,1.46,1.0,1.0,1.0,0.999,0.997,1.0
1.11,0.986,1.23,1.0,1.0,1.0,1.0,0.999,1.0
1.12,0.988,1.25,1.0,1.0,1.0,1.0,0.999,1.0
1.48,1.32,1.64,1.0,1.0,1.0,1.0,0.999,1.0
1.2,1.03,1.37,1.0,1.0,1.0,1.0,0.999,1.0
1.09,1.04,1.14,1.0,1.0,1.0,1.0,1.0,1.0
1.19,1.08,1.31,1.0,1.0,1.0,0.999,0.997,1.0
1.4,1.23,1.56,1.0,1.0,1.0,1.0,0.998,1.0
1.29,1.11,1.48,1.0,1.0,1.0,1.0,0.998,1.0
1.16,0.971,1.35,1.0,1.0,1.0,1.0,1.0,1.0
1.4,1.21,1.59,1.0,1.0,1.0,1.0,0.998,1.0
1.26,1.01,1.51,1.0,1.0,1.0,1.0,0.999,1.0
1.38,1.22,1.54,1.0,1.0,1.0,1.0,1.0,1.0
1.27,1.16,1.38,1.0,1.0,1.0,1.0,0.998,1.0
1.29,1.12,1.46,1.0,1.0,1.0,1.0,0.998,1.0
1.24,1.15,1.34,1.0,1.0,1.0,0.999,0.997,1.0
1.27,0.991,1.54,1.0,nan,nan,0.999,0.998,1.0
1.26,1.08,1.44,1.0,1.0,1.0,1.0,0.999,1.0
1.39,1.23,1.55,1.0,1.0,1.0,1.0,0.999,1.0
1.29,1.25,1.33,1.0,1.0,1.0,1.0,0.998,1.0
1.37,1.26,1.49,1.0,1.0,1.0,1.0,0.998,1.0
1.39,1.23,1.54,1.0,1.0,1.0,1.0,0.999,1.0
1.23,1.07,1.4,1.0,1.0,1.0,1.0,0.998,1.0
1.31,1.04,1.57,1.0,1.0,1.0,1.0,0.998,1.0
1.4,1.23,1.56,1.0,1.0,1.0,1.0,0.998,1.0
1.26,0.998,1.53,1.0,1.0,1.0,1.0,0.998,1.0
1.34,1.22,1.46,1.0,1.0,1.0,1.0,0.997,1.0
1.26,1.21,1.31,1.0,1.0,1.0,1.0,0.999,1.0
1.39,1.23,1.55,1.0,1.0,1.0,1.0,1.0,1.01
1.11,1.06,1.17,1.0,1.0,1.0,0.999,0.996,1.0
1.26,1.11,1.4,1.0,1.0,1.0,0.999,0.997,1.0
1.18,0.998,1.36,1.0,nan,nan,0.999,0.997,1.0
1.29,1.22,1.35,1.0,1.0,1.0,1.0,0.998,1.0
1.32,1.15,1.48,1.0,nan,nan,0.998,0.995,1.0
1.15,1.04,1.26,1.0,1.0,1.0,1.0,0.998,1.0
